Feature,Day,Albumin,Cell,Cell Seeding,Co-Cell Seeding,Co-Cell Seeding-2,Scaffold,Scaffold-1-Con,Scaffold-2-Con,Scaffold-3-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Pore Size,Thick,Diameter,Porosity,Water uptake ratio,Young,Flow Rate,Fabrication,Fabr-para1,Fabr-para2,Fabr-para3
11-Pattern A,12,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,13,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,14,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,15,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,16,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,17,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,18,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,19,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,20,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,21,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,22,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,23,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,24,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,25,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,26,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,27,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,28,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,29,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,30,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,31,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,32,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,33,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,34,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,35,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,36,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,37,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,38,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,39,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,40,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,41,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,42,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,43,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,44,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,45,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,46,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,47,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,48,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,49,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,50,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,51,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,52,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,53,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,54,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,55,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,56,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,57,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,58,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,59,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern A,60,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,2,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,4,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,6,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,8,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,9,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,10,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,11,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,12,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,13,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,14,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,15,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,16,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,17,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,18,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,19,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,20,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,21,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,22,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,23,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,24,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,25,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,26,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,27,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,28,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,29,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,30,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,31,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,32,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,33,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,34,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,35,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,36,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,37,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,38,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,39,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,40,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,41,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,42,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,43,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,44,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,45,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,46,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,47,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,48,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,49,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,50,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,51,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,52,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,53,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,54,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,55,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,56,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,57,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,58,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,59,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern B,60,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,2,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,4,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,6,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,8,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,9,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,10,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,11,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,12,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,13,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,14,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,15,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,16,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,17,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,18,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,19,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,20,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,21,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,22,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,23,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,24,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,25,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,26,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,27,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,28,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,29,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,30,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,31,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,32,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,33,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,34,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,35,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,36,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,37,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,38,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,39,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,40,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,41,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,42,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,43,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,44,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,45,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,46,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,47,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,48,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,49,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,50,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,51,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,52,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,53,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,54,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
11-Pattern C,55,,8.13,0.1,0.3,-1.0,10.11,5.0,5.0,-1.0,-1.0,-1.0,-1.0,,11.7,,15.0,,,,0,1.0,0.6,20.0,
