Feature,Day,Albumin,Cell,Cell Seeding,Co-Cell Seeding,Material,Material-1-Con,Material-2-Con,Modification,Modi-1-Con,Modi-2-Con,Cross-linking,Self-circulated,Multi-organ,Medium,Medium-out,Serum-out,Medium-in,Serum-in,Shear Stress,Flow Rate,Channel Width,Physical-sti,Channel Material,Biochemical-sti
12-Device,51,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,52,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,53,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,54,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,55,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,56,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,57,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,58,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,59,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
12-Device,60,,1.0,,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,1.0,2,1,5.0,-1.0,-1,-1,0.01,1.0,0.05,-1.0,1.0,-1
13-0,2,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,3,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,4,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,6,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,7,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,8,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,9,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,11,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,12,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,13,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,14,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,16,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,17,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,18,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,19,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,20,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,21,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,22,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,23,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,24,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,25,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,26,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,27,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,28,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,29,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,30,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,31,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,32,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,33,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,34,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,35,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,36,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,37,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,38,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,39,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,40,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,41,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,42,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,43,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,44,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,45,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,46,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,47,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,48,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,49,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,50,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,51,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,52,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,53,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,54,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,55,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,56,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,57,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,58,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,59,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-0,60,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,0.0,0.2,-1.0,1.0,-1
13-25,2,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,3,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,4,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,6,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,7,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,8,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,9,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,11,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,12,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,13,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,14,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,16,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,17,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,18,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,19,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,20,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,21,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,22,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,23,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,24,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,25,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,26,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,27,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,28,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,29,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,30,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,31,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,32,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,33,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,34,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,35,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,36,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,37,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,38,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,39,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,40,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,41,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,42,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,43,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,44,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,45,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,46,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,47,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,48,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,49,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,50,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,51,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,52,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,53,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,54,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,55,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,56,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,57,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,58,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,59,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-25,60,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,25.0,0.2,-1.0,1.0,-1
13-50,2,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,3,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,4,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,6,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,7,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,8,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,9,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,11,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,12,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,13,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,14,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,16,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,17,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,18,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,19,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,20,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,21,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,22,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,23,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,24,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,25,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,26,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,27,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,28,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,29,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,30,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,31,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,32,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,33,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,34,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,35,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,36,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,37,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,38,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,39,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,40,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,41,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,42,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,43,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,44,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
13-50,45,,10.0,50.0,-1.0,10.11,4.0,4.0,-1,-1.0,-1,,2.0,2,1,,1.0,-1,-1,,50.0,0.2,-1.0,1.0,-1
